Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
South Australia,Australia,-34.9285,138.6007,3/14/20,19,0,3
Tasmania,Australia,-41.4545,145.9707,3/14/20,5,0,0
Victoria,Australia,-37.8136,144.9631,3/14/20,49,0,8
Western Australia,Australia,-31.9505,115.8605,3/14/20,17,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/15/20,1,0,0
New South Wales,Australia,-33.8688,151.2093,3/15/20,134,2,4
Northern Territory,Australia,-12.4634,130.8456,3/15/20,1,0,0
Queensland,Australia,-28.0167,153.4,3/15/20,61,0,8
South Australia,Australia,-34.9285,138.6007,3/15/20,20,0,3
Tasmania,Australia,-41.4545,145.9707,3/15/20,6,0,0
Victoria,Australia,-37.8136,144.9631,3/15/20,57,0,8
Western Australia,Australia,-31.9505,115.8605,3/15/20,17,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/16/20,2,0,0
New South Wales,Australia,-33.8688,151.2093,3/16/20,171,2,4
Northern Territory,Australia,-12.4634,130.8456,3/16/20,1,0,0
Queensland,Australia,-28.0167,153.4,3/16/20,68,0,8
South Australia,Australia,-34.9285,138.6007,3/16/20,29,0,3
Tasmania,Australia,-41.4545,145.9707,3/16/20,7,0,0
Victoria,Australia,-37.8136,144.9631,3/16/20,71,0,8
Western Australia,Australia,-31.9505,115.8605,3/16/20,28,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/17/20,2,0,0
New South Wales,Australia,-33.8688,151.2093,3/17/20,210,4,4
Northern Territory,Australia,-12.4634,130.8456,3/17/20,1,0,0
Queensland,Australia,-28.0167,153.4,3/17/20,78,0,8
South Australia,Australia,-34.9285,138.6007,3/17/20,29,0,3
Tasmania,Australia,-41.4545,145.9707,3/17/20,7,0,0
Victoria,Australia,-37.8136,144.9631,3/17/20,94,0,8
Western Australia,Australia,-31.9505,115.8605,3/17/20,31,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/18/20,3,0,0
New South Wales,Australia,-33.8688,151.2093,3/18/20,267,5,4
Northern Territory,Australia,-12.4634,130.8456,3/18/20,1,0,0
Queensland,Australia,-28.0167,153.4,3/18/20,94,0,8
South Australia,Australia,-34.9285,138.6007,3/18/20,37,0,3
Tasmania,Australia,-41.4545,145.9707,3/18/20,10,0,0
Victoria,Australia,-37.8136,144.9631,3/18/20,121,0,8
Western Australia,Australia,-31.9505,115.8605,3/18/20,35,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/19/20,4,0,0
New South Wales,Australia,-33.8688,151.2093,3/19/20,307,5,4
Northern Territory,Australia,-12.4634,130.8456,3/19/20,1,0,0
Queensland,Australia,-28.0167,153.4,3/19/20,144,0,8
South Australia,Australia,-34.9285,138.6007,3/19/20,42,0,3
Tasmania,Australia,-41.4545,145.9707,3/19/20,10,0,3
Victoria,Australia,-37.8136,144.9631,3/19/20,121,0,8
Western Australia,Australia,-31.9505,115.8605,3/19/20,52,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/20/20,6,0,0
New South Wales,Australia,-33.8688,151.2093,3/20/20,353,6,4
Northern Territory,Australia,-12.4634,130.8456,3/20/20,3,0,0
Queensland,Australia,-28.0167,153.4,3/20/20,184,0,8
South Australia,Australia,-34.9285,138.6007,3/20/20,50,0,3
Tasmania,Australia,-41.4545,145.9707,3/20/20,10,0,3
Victoria,Australia,-37.8136,144.9631,3/20/20,121,0,8
Western Australia,Australia,-31.9505,115.8605,3/20/20,64,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/21/20,9,0,0
New South Wales,Australia,-33.8688,151.2093,3/21/20,436,6,4
Northern Territory,Australia,-12.4634,130.8456,3/21/20,3,0,0
Queensland,Australia,-28.0167,153.4,3/21/20,221,0,8
South Australia,Australia,-34.9285,138.6007,3/21/20,67,0,3
Tasmania,Australia,-41.4545,145.9707,3/21/20,16,0,3
Victoria,Australia,-37.8136,144.9631,3/21/20,229,0,8
Western Australia,Australia,-31.9505,115.8605,3/21/20,90,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/22/20,19,0,0
New South Wales,Australia,-33.8688,151.2093,3/22/20,669,6,4
Northern Territory,Australia,-12.4634,130.8456,3/22/20,5,0,0
Queensland,Australia,-28.0167,153.4,3/22/20,259,0,8
South Australia,Australia,-34.9285,138.6007,3/22/20,100,0,3
Tasmania,Australia,-41.4545,145.9707,3/22/20,22,0,3
Victoria,Australia,-37.8136,144.9631,3/22/20,355,0,70
Western Australia,Australia,-31.9505,115.8605,3/22/20,120,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/23/20,32,0,0
New South Wales,Australia,-33.8688,151.2093,3/23/20,669,6,4
Northern Territory,Australia,-12.4634,130.8456,3/23/20,5,0,0
Queensland,Australia,-28.0167,153.4,3/23/20,319,0,8
South Australia,Australia,-34.9285,138.6007,3/23/20,134,0,3
Tasmania,Australia,-41.4545,145.9707,3/23/20,28,0,3
Victoria,Australia,-37.8136,144.9631,3/23/20,355,0,70
Western Australia,Australia,-31.9505,115.8605,3/23/20,140,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/24/20,39,0,0
New South Wales,Australia,-33.8688,151.2093,3/24/20,818,7,4
Northern Territory,Australia,-12.4634,130.8456,3/24/20,6,0,0
Queensland,Australia,-28.0167,153.4,3/24/20,397,0,8
South Australia,Australia,-34.9285,138.6007,3/24/20,170,0,3
Tasmania,Australia,-41.4545,145.9707,3/24/20,28,0,3
Victoria,Australia,-37.8136,144.9631,3/24/20,411,0,97
Western Australia,Australia,-31.9505,115.8605,3/24/20,175,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/25/20,39,0,0
New South Wales,Australia,-33.8688,151.2093,3/25/20,1029,7,4
Northern Territory,Australia,-12.4634,130.8456,3/25/20,6,0,0
Queensland,Australia,-28.0167,153.4,3/25/20,443,0,8
South Australia,Australia,-34.9285,138.6007,3/25/20,170,0,6
Tasmania,Australia,-41.4545,145.9707,3/25/20,36,0,3
Victoria,Australia,-37.8136,144.9631,3/25/20,466,0,97
Western Australia,Australia,-31.9505,115.8605,3/25/20,175,1,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/26/20,53,0,1
New South Wales,Australia,-33.8688,151.2093,3/26/20,1219,7,4
Northern Territory,Australia,-12.4634,130.8456,3/26/20,12,0,0
Queensland,Australia,-28.0167,153.4,3/26/20,493,1,8
South Australia,Australia,-34.9285,138.6007,3/26/20,235,0,6
Tasmania,Australia,-41.4545,145.9707,3/26/20,47,0,3
Victoria,Australia,-37.8136,144.9631,3/26/20,520,3,149
Western Australia,Australia,-31.9505,115.8605,3/26/20,231,2,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/27/20,62,0,1
New South Wales,Australia,-33.8688,151.2093,3/27/20,1405,7,4
Northern Territory,Australia,-12.4634,130.8456,3/27/20,12,0,0
Queensland,Australia,-28.0167,153.4,3/27/20,555,1,8
South Australia,Australia,-34.9285,138.6007,3/27/20,257,0,6
Tasmania,Australia,-41.4545,145.9707,3/27/20,47,0,3
Victoria,Australia,-37.8136,144.9631,3/27/20,574,3,171
Western Australia,Australia,-31.9505,115.8605,3/27/20,231,2,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/28/20,71,0,2
New South Wales,Australia,-33.8688,151.2093,3/28/20,1617,8,4
Northern Territory,Australia,-12.4634,130.8456,3/28/20,15,0,0
Queensland,Australia,-28.0167,153.4,3/28/20,625,1,8
South Australia,Australia,-34.9285,138.6007,3/28/20,287,0,6
Tasmania,Australia,-41.4545,145.9707,3/28/20,62,0,5
Victoria,Australia,-37.8136,144.9631,3/28/20,685,3,191
Western Australia,Australia,-31.9505,115.8605,3/28/20,278,2,28
Australian Capital Territory,Australia,-35.4735,149.0124,3/29/20,77,0,2
New South Wales,Australia,-33.8688,151.2093,3/29/20,1791,8,4
Northern Territory,Australia,-12.4634,130.8456,3/29/20,15,0,0
Queensland,Australia,-28.0167,153.4,3/29/20,656,2,8
South Australia,Australia,-34.9285,138.6007,3/29/20,299,0,6
Tasmania,Australia,-41.4545,145.9707,3/29/20,66,0,5
Victoria,Australia,-37.8136,144.9631,3/29/20,769,4,191
Western Australia,Australia,-31.9505,115.8605,3/29/20,311,2,28
Australian Capital Territory,Australia,-35.4735,149.0124,3/30/20,78,1,2
New South Wales,Australia,-33.8688,151.2093,3/30/20,2032,8,4
Northern Territory,Australia,-12.4634,130.8456,3/30/20,15,0,0
Queensland,Australia,-28.0167,153.4,3/30/20,689,2,8
South Australia,Australia,-34.9285,138.6007,3/30/20,305,0,6
Tasmania,Australia,-41.4545,145.9707,3/30/20,66,0,5
Victoria,Australia,-37.8136,144.9631,3/30/20,821,4,191
Western Australia,Australia,-31.9505,115.8605,3/30/20,355,2,41
Australian Capital Territory,Australia,-35.4735,149.0124,3/31/20,80,1,3
New South Wales,Australia,-33.8688,151.2093,3/31/20,2032,8,4
Northern Territory,Australia,-12.4634,130.8456,3/31/20,17,0,0
Queensland,Australia,-28.0167,153.4,3/31/20,743,2,8
South Australia,Australia,-34.9285,138.6007,3/31/20,337,0,6
Tasmania,Australia,-41.4545,145.9707,3/31/20,69,1,5
Victoria,Australia,-37.8136,144.9631,3/31/20,917,4,291
Western Australia,Australia,-31.9505,115.8605,3/31/20,364,2,41
Australian Capital Territory,Australia,-35.4735,149.0124,4/1/20,84,1,8
New South Wales,Australia,-33.8688,151.2093,4/1/20,2182,9,4
Northern Territory,Australia,-12.4634,130.8456,4/1/20,19,0,0
Queensland,Australia,-28.0167,153.4,4/1/20,781,2,8
South Australia,Australia,-34.9285,138.6007,4/1/20,367,0,6
Tasmania,Australia,-41.4545,145.9707,4/1/20,69,2,5
Victoria,Australia,-37.8136,144.9631,4/1/20,968,4,343
Western Australia,Australia,-31.9505,115.8605,4/1/20,392,2,48
Australian Capital Territory,Australia,-35.4735,149.0124,4/2/20,87,1,11
New South Wales,Australia,-33.8688,151.2093,4/2/20,2298,10,4
Northern Territory,Australia,-12.4634,130.8456,4/2/20,21,0,0
Queensland,Australia,-28.0167,153.4,4/2/20,835,4,8
South Australia,Australia,-34.9285,138.6007,4/2/20,367,0,6
Tasmania,Australia,-41.4545,145.9707,4/2/20,72,2,5
Victoria,Australia,-37.8136,144.9631,4/2/20,1036,5,422
Western Australia,Australia,-31.9505,115.8605,4/2/20,400,2,64
Australian Capital Territory,Australia,-35.4735,149.0124,4/3/20,91,1,18
New South Wales,Australia,-33.8688,151.2093,4/3/20,2389,12,4
Northern Territory,Australia,-12.4634,130.8456,4/3/20,22,0,0
Queensland,Australia,-28.0167,153.4,4/3/20,873,4,8
South Australia,Australia,-34.9285,138.6007,4/3/20,396,0,46
Tasmania,Australia,-41.4545,145.9707,4/3/20,74,2,5
Victoria,Australia,-37.8136,144.9631,4/3/20,1085,7,476
Western Australia,Australia,-31.9505,115.8605,4/3/20,400,2,92
Australian Capital Territory,Australia,-35.4735,149.0124,4/4/20,93,2,18
New South Wales,Australia,-33.8688,151.2093,4/4/20,2493,12,4
Northern Territory,Australia,-12.4634,130.8456,4/4/20,26,0,1
Queensland,Australia,-28.0167,153.4,4/4/20,900,4,8
South Australia,Australia,-34.9285,138.6007,4/4/20,407,0,46
Tasmania,Australia,-41.4545,145.9707,4/4/20,80,2,5
Victoria,Australia,-37.8136,144.9631,4/4/20,1115,8,527
Western Australia,Australia,-31.9505,115.8605,4/4/20,436,2,92
Australian Capital Territory,Australia,-35.4735,149.0124,4/5/20,96,2,28
New South Wales,Australia,-33.8688,151.2093,4/5/20,2580,16,4
Northern Territory,Australia,-12.4634,130.8456,4/5/20,27,0,1
Queensland,Australia,-28.0167,153.4,4/5/20,907,4,8
South Australia,Australia,-34.9285,138.6007,4/5/20,407,0,46
Tasmania,Australia,-41.4545,145.9707,4/5/20,82,2,5
Victoria,Australia,-37.8136,144.9631,4/5/20,1135,8,573
Western Australia,Australia,-31.9505,115.8605,4/5/20,453,3,92
Australian Capital Territory,Australia,-35.4735,149.0124,4/6/20,96,2,40
New South Wales,Australia,-33.8688,151.2093,4/6/20,2637,18,4
Northern Territory,Australia,-12.4634,130.8456,4/6/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/6/20,921,4,173
South Australia,Australia,-34.9285,138.6007,4/6/20,411,0,53
Tasmania,Australia,-41.4545,145.9707,4/6/20,86,2,26
Victoria,Australia,-37.8136,144.9631,4/6/20,1158,10,620
Western Australia,Australia,-31.9505,115.8605,4/6/20,460,4,162
Australian Capital Territory,Australia,-35.4735,149.0124,4/7/20,96,2,40
New South Wales,Australia,-33.8688,151.2093,4/7/20,2686,21,4
Northern Territory,Australia,-12.4634,130.8456,4/7/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/7/20,934,4,173
South Australia,Australia,-34.9285,138.6007,4/7/20,411,1,53
Tasmania,Australia,-41.4545,145.9707,4/7/20,89,2,26
Victoria,Australia,-37.8136,144.9631,4/7/20,1191,11,620
Western Australia,Australia,-31.9505,115.8605,4/7/20,460,4,162
Australian Capital Territory,Australia,-35.4735,149.0124,4/8/20,99,2,40
New South Wales,Australia,-33.8688,151.2093,4/8/20,2734,21,4
Northern Territory,Australia,-12.4634,130.8456,4/8/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/8/20,943,4,173
South Australia,Australia,-34.9285,138.6007,4/8/20,415,2,53
Tasmania,Australia,-41.4545,145.9707,4/8/20,98,3,26
Victoria,Australia,-37.8136,144.9631,4/8/20,1212,12,620
Western Australia,Australia,-31.9505,115.8605,4/8/20,481,6,162
Australian Capital Territory,Australia,-35.4735,149.0124,4/9/20,100,2,47
New South Wales,Australia,-33.8688,151.2093,4/9/20,2773,21,4
Northern Territory,Australia,-12.4634,130.8456,4/9/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/9/20,953,4,345
South Australia,Australia,-34.9285,138.6007,4/9/20,420,3,120
Tasmania,Australia,-41.4545,145.9707,4/9/20,111,3,48
Victoria,Australia,-37.8136,144.9631,4/9/20,1228,12,736
Western Australia,Australia,-31.9505,115.8605,4/9/20,495,6,170
Australian Capital Territory,Australia,-35.4735,149.0124,4/10/20,103,2,59
New South Wales,Australia,-33.8688,151.2093,4/10/20,2822,22,4
Northern Territory,Australia,-12.4634,130.8456,4/10/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/10/20,965,4,372
South Australia,Australia,-34.9285,138.6007,4/10/20,428,3,179
Tasmania,Australia,-41.4545,145.9707,4/10/20,122,4,48
Victoria,Australia,-37.8136,144.9631,4/10/20,1241,13,926
Western Australia,Australia,-31.9505,115.8605,4/10/20,506,6,203
Australian Capital Territory,Australia,-35.4735,149.0124,4/11/20,103,2,59
New South Wales,Australia,-33.8688,151.2093,4/11/20,2857,23,4
Northern Territory,Australia,-12.4634,130.8456,4/11/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/11/20,974,5,372
South Australia,Australia,-34.9285,138.6007,4/11/20,429,3,179
Tasmania,Australia,-41.4545,145.9707,4/11/20,133,4,48
Victoria,Australia,-37.8136,144.9631,4/11/20,1265,14,926
Western Australia,Australia,-31.9505,115.8605,4/11/20,514,6,216
Australian Capital Territory,Australia,-35.4735,149.0124,4/12/20,103,2,59
New South Wales,Australia,-33.8688,151.2093,4/12/20,2857,24,4
Northern Territory,Australia,-12.4634,130.8456,4/12/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/12/20,983,5,372
South Australia,Australia,-34.9285,138.6007,4/12/20,429,4,179
Tasmania,Australia,-41.4545,145.9707,4/12/20,133,5,48
Victoria,Australia,-37.8136,144.9631,4/12/20,1268,14,926
Western Australia,Australia,-31.9505,115.8605,4/12/20,514,6,216
Australian Capital Territory,Australia,-35.4735,149.0124,4/13/20,102,2,59
New South Wales,Australia,-33.8688,151.2093,4/13/20,2863,25,4
Northern Territory,Australia,-12.4634,130.8456,4/13/20,28,0,2
Queensland,Australia,-28.0167,153.4,4/13/20,987,5,372
South Australia,Australia,-34.9285,138.6007,4/13/20,429,4,179
Tasmania,Australia,-41.4545,145.9707,4/13/20,144,5,48
Victoria,Australia,-37.8136,144.9631,4/13/20,1281,14,926
Western Australia,Australia,-31.9505,115.8605,4/13/20,517,6,216
Australian Capital Territory,Australia,-35.4735,149.0124,4/14/20,103,2,72
New South Wales,Australia,-33.8688,151.2093,4/14/20,2870,25,4
Northern Territory,Australia,-12.4634,130.8456,4/14/20,28,0,6
Queensland,Australia,-28.0167,153.4,4/14/20,998,5,442
South Australia,Australia,-34.9285,138.6007,4/14/20,433,4,240
Tasmania,Australia,-41.4545,145.9707,4/14/20,165,6,53
Victoria,Australia,-37.8136,144.9631,4/14/20,1291,14,1118
Western Australia,Australia,-31.9505,115.8605,4/14/20,527,6,251
Australian Capital Territory,Australia,-35.4735,149.0124,4/15/20,103,3,72
New South Wales,Australia,-33.8688,151.2093,4/15/20,2886,25,4
Northern Territory,Australia,-12.4634,130.8456,4/15/20,28,0,6
Queensland,Australia,-28.0167,153.4,4/15/20,999,5,442
South Australia,Australia,-34.9285,138.6007,4/15/20,433,4,240
Tasmania,Australia,-41.4545,145.9707,4/15/20,165,6,53
Victoria,Australia,-37.8136,144.9631,4/15/20,1299,14,1118
Western Australia,Australia,-31.9505,115.8605,4/15/20,527,6,251
Australian Capital Territory,Australia,-35.4735,149.0124,4/16/20,103,3,82
New South Wales,Australia,-33.8688,151.2093,4/16/20,2897,25,4
Northern Territory,Australia,-12.4634,130.8456,4/16/20,28,0,6
Queensland,Australia,-28.0167,153.4,4/16/20,1001,5,442
South Australia,Australia,-34.9285,138.6007,4/16/20,433,4,279
Tasmania,Australia,-41.4545,145.9707,4/16/20,169,6,67
Victoria,Australia,-37.8136,144.9631,4/16/20,1299,14,1137
Western Australia,Australia,-31.9505,115.8605,4/16/20,532,6,338
Australian Capital Territory,Australia,-35.4735,149.0124,4/17/20,103,3,81
New South Wales,Australia,-33.8688,151.2093,4/17/20,2926,26,1379
Northern Territory,Australia,-12.4634,130.8456,4/17/20,28,0,9
Queensland,Australia,-28.0167,153.4,4/17/20,1007,5,442
South Australia,Australia,-34.9285,138.6007,4/17/20,435,4,331
Tasmania,Australia,-41.4545,145.9707,4/17/20,180,7,67
Victoria,Australia,-37.8136,144.9631,4/17/20,1302,14,1159
Western Australia,Australia,-31.9505,115.8605,4/17/20,541,7,340
Australian Capital Territory,Australia,-35.4735,149.0124,4/18/20,103,3,88
New South Wales,Australia,-33.8688,151.2093,4/18/20,2936,26,1379
Northern Territory,Australia,-12.4634,130.8456,4/18/20,28,0,9
Queensland,Australia,-28.0167,153.4,4/18/20,1015,6,738
South Australia,Australia,-34.9285,138.6007,4/18/20,435,4,331
Tasmania,Australia,-41.4545,145.9707,4/18/20,188,7,67
Victoria,Australia,-37.8136,144.9631,4/18/20,1319,14,1172
Western Australia,Australia,-31.9505,115.8605,4/18/20,544,7,340
Australian Capital Territory,Australia,-35.4735,149.0124,4/19/20,103,3,88
New South Wales,Australia,-33.8688,151.2093,4/19/20,2957,26,1379
Northern Territory,Australia,-12.4634,130.8456,4/19/20,28,0,9
Queensland,Australia,-28.0167,153.4,4/19/20,1019,6,738
South Australia,Australia,-34.9285,138.6007,4/19/20,435,4,331
Tasmania,Australia,-41.4545,145.9707,4/19/20,195,7,67
Victoria,Australia,-37.8136,144.9631,4/19/20,1328,14,1172
Western Australia,Australia,-31.9505,115.8605,4/19/20,545,7,340
Australian Capital Territory,Australia,-35.4735,149.0124,4/20/20,104,3,91
New South Wales,Australia,-33.8688,151.2093,4/20/20,2963,26,1379
Northern Territory,Australia,-12.4634,130.8456,4/20/20,28,0,12
Queensland,Australia,-28.0167,153.4,4/20/20,1019,6,738
South Australia,Australia,-34.9285,138.6007,4/20/20,435,4,369
Tasmania,Australia,-41.4545,145.9707,4/20/20,200,7,71
Victoria,Australia,-37.8136,144.9631,4/20/20,1329,14,1196
Western Australia,Australia,-31.9505,115.8605,4/20/20,545,7,435
Australian Capital Territory,Australia,-35.4735,149.0124,4/21/20,104,3,92
New South Wales,Australia,-33.8688,151.2093,4/21/20,2969,26,1755
Northern Territory,Australia,-12.4634,130.8456,4/21/20,28,0,15
Queensland,Australia,-28.0167,153.4,4/21/20,1024,6,738
South Australia,Australia,-34.9285,138.6007,4/21/20,437,4,376
Tasmania,Australia,-41.4545,145.9707,4/21/20,201,7,74
Victoria,Australia,-37.8136,144.9631,4/21/20,1336,14,1202
Western Australia,Australia,-31.9505,115.8605,4/21/20,546,7,443
Australian Capital Territory,Australia,-35.4735,149.0124,4/22/20,104,3,93
New South Wales,Australia,-33.8688,151.2093,4/22/20,2971,26,1926
Northern Territory,Australia,-12.4634,130.8456,4/22/20,28,0,16
Queensland,Australia,-28.0167,153.4,4/22/20,1024,6,738
South Australia,Australia,-34.9285,138.6007,4/22/20,438,4,388
Tasmania,Australia,-41.4545,145.9707,4/22/20,205,7,77
Victoria,Australia,-37.8136,144.9631,4/22/20,1336,14,1243
Western Australia,Australia,-31.9505,115.8605,4/22/20,546,7,451
Australian Capital Territory,Australia,-35.4735,149.0124,4/23/20,104,3,93
New South Wales,Australia,-33.8688,151.2093,4/23/20,2976,31,2006
Northern Territory,Australia,-12.4634,130.8456,4/23/20,28,0,16
Queensland,Australia,-28.0167,153.4,4/23/20,1026,6,738
South Australia,Australia,-34.9285,138.6007,4/23/20,438,4,394
Tasmania,Australia,-41.4545,145.9707,4/23/20,207,8,91
Victoria,Australia,-37.8136,144.9631,4/23/20,1337,16,1251
Western Australia,Australia,-31.9505,115.8605,4/23/20,546,7,458
Australian Capital Territory,Australia,-35.4735,149.0124,4/24/20,105,3,97
New South Wales,Australia,-33.8688,151.2093,4/24/20,2982,33,2056
Northern Territory,Australia,-12.4634,130.8456,4/24/20,28,0,20
Queensland,Australia,-28.0167,153.4,4/24/20,1026,6,738
South Australia,Australia,-34.9285,138.6007,4/24/20,438,4,401
Tasmania,Australia,-41.4545,145.9707,4/24/20,207,9,106
Victoria,Australia,-37.8136,144.9631,4/24/20,1343,16,1254
Western Australia,Australia,-31.9505,115.8605,4/24/20,548,8,464
Australian Capital Territory,Australia,-35.4735,149.0124,4/25/20,106,3,98
New South Wales,Australia,-33.8688,151.2093,4/25/20,2994,33,2193
Northern Territory,Australia,-12.4634,130.8456,4/25/20,28,0,23
Queensland,Australia,-28.0167,153.4,4/25/20,1026,6,803
South Australia,Australia,-34.9285,138.6007,4/25/20,438,4,402
Tasmania,Australia,-41.4545,145.9707,4/25/20,207,10,117
Victoria,Australia,-37.8136,144.9631,4/25/20,1346,16,1262
Western Australia,Australia,-31.9505,115.8605,4/25/20,549,8,478
Australian Capital Territory,Australia,-35.4735,149.0124,4/26/20,106,3,99
New South Wales,Australia,-33.8688,151.2093,4/26/20,3002,34,2208
Northern Territory,Australia,-12.4634,130.8456,4/26/20,28,0,23
Queensland,Australia,-28.0167,153.4,4/26/20,1030,6,926
South Australia,Australia,-34.9285,138.6007,4/26/20,438,4,411
Tasmania,Australia,-41.4545,145.9707,4/26/20,212,11,123
Victoria,Australia,-37.8136,144.9631,4/26/20,1349,17,1265
Western Australia,Australia,-31.9505,115.8605,4/26/20,549,8,486
Australian Capital Territory,Australia,-35.4735,149.0124,4/27/20,106,3,100
New South Wales,Australia,-33.8688,151.2093,4/27/20,3004,34,2227
Northern Territory,Australia,-12.4634,130.8456,4/27/20,28,0,23
Queensland,Australia,-28.0167,153.4,4/27/20,1033,6,926
South Australia,Australia,-34.9285,138.6007,4/27/20,438,4,414
Tasmania,Australia,-41.4545,145.9707,4/27/20,214,11,132
Victoria,Australia,-37.8136,144.9631,4/27/20,1349,17,1280
Western Australia,Australia,-31.9505,115.8605,4/27/20,549,8,486
Australian Capital Territory,Australia,-35.4735,149.0124,4/28/20,106,3,101
New South Wales,Australia,-33.8688,151.2093,4/28/20,3016,39,2266
Northern Territory,Australia,-12.4634,130.8456,4/28/20,28,0,25
Queensland,Australia,-28.0167,153.4,4/28/20,1034,6,934
South Australia,Australia,-34.9285,138.6007,4/28/20,438,4,420
Tasmania,Australia,-41.4545,145.9707,4/28/20,218,11,137
Victoria,Australia,-37.8136,144.9631,4/28/20,1354,18,1287
Western Australia,Australia,-31.9505,115.8605,4/28/20,550,8,495
Australian Capital Territory,Australia,-35.4735,149.0124,4/29/20,106,3,101
New South Wales,Australia,-33.8688,151.2093,4/29/20,3016,40,2284
Northern Territory,Australia,-12.4634,130.8456,4/29/20,28,0,25
Queensland,Australia,-28.0167,153.4,4/29/20,1033,6,943
South Australia,Australia,-34.9285,138.6007,4/29/20,438,4,420
Tasmania,Australia,-41.4545,145.9707,4/29/20,219,12,144
Victoria,Australia,-37.8136,144.9631,4/29/20,1361,18,1291
Western Australia,Australia,-31.9505,115.8605,4/29/20,551,8,507
Australian Capital Territory,Australia,-35.4735,149.0124,4/30/20,106,3,103
New South Wales,Australia,-33.8688,151.2093,4/30/20,3025,41,2293
Northern Territory,Australia,-12.4634,130.8456,4/30/20,28,0,25
Queensland,Australia,-28.0167,153.4,4/30/20,1033,6,948
South Australia,Australia,-34.9285,138.6007,4/30/20,438,4,420
Tasmania,Australia,-41.4545,145.9707,4/30/20,221,13,153
Victoria,Australia,-37.8136,144.9631,4/30/20,1364,18,1293
Western Australia,Australia,-31.9505,115.8605,4/30/20,551,8,507
